gid,comp_id,date,goals_against,goals_for,home_away,tid,team_name,tricode,year,type,competition_name,hgd,win
1863,1,2014-03-06,4.0,1.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,3.0,0.0
2326,1,2014-04-05,2.0,3.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,-1.0,1.0
1695,1,2014-02-05,6.0,7.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,-1.0,1.0
1492,1,2014-01-22,0.0,2.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,-2.0,1.0
1254,1,2014-01-05,3.0,3.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,0.0,0.5
1651,1,2014-02-02,6.0,3.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,3.0,0.0
845,1,2013-12-06,3.0,1.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,2.0,0.0
1532,1,2014-01-25,6.0,3.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,3.0,0.0
2002,1,2014-03-15,5.0,4.0,away,32,Ottawa Senators,OTT,2013,2,2013 NHL Regular Season,1.0,0.0
173,1,2013-10-16,2.0,1.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
1044,1,2013-12-20,5.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
1728,1,2014-02-07,2.0,1.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
1738,1,2014-02-08,3.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
2220,1,2014-03-29,2.0,3.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
780,1,2013-12-01,3.0,1.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,2.0,0.0
2283,1,2014-04-03,0.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-2.0,1.0
2011,1,2014-03-16,3.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
1350,1,2014-01-12,3.0,6.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-3.0,1.0
2079,1,2014-03-20,2.0,3.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
2424,1,2014-04-12,2.0,3.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
1876,1,2014-03-07,6.0,1.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,5.0,0.0
644,1,2013-11-21,1.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
1573,1,2014-01-28,3.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
1908,1,2014-03-09,0.0,1.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
633,1,2013-11-20,7.0,0.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,7.0,0.0
601,1,2013-11-17,1.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-3.0,1.0
234,1,2013-10-19,4.0,1.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,3.0,0.0
1260,1,2014-01-05,6.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,4.0,0.0
674,1,2013-11-23,6.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,4.0,0.0
378,1,2013-11-01,4.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,2.0,0.0
199,1,2013-10-17,5.0,3.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,2.0,0.0
527,1,2013-11-13,4.0,3.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
2124,1,2014-03-23,2.0,0.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,2.0,0.0
1444,1,2014-01-19,3.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
1281,1,2014-01-07,3.0,5.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-2.0,1.0
98,1,2013-10-10,1.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-3.0,1.0
1133,1,2013-12-28,1.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
2406,1,2014-04-11,3.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
1207,1,2014-01-01,5.0,3.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,2.0,0.0
1932,1,2014-04-10,1.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
902,1,2013-12-10,2.0,1.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
708,1,2013-11-26,0.0,6.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-6.0,1.0
1766,1,2014-02-28,5.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,3.0,0.0
1107,1,2013-12-24,3.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
939,1,2013-12-13,2.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-2.0,1.0
1677,1,2014-02-04,2.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-2.0,1.0
550,1,2013-11-15,3.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,1.0,0.0
1235,1,2014-01-03,0.0,2.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-2.0,1.0
47,1,2013-10-05,3.0,4.0,away,52,Columbus Blue Jackets,CBJ,2013,2,2013 NHL Regular Season,-1.0,1.0
764,1,2013-11-29,6.0,3.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,3.0,0.0
2150,1,2014-03-25,3.0,5.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-2.0,1.0
2126,1,2014-03-23,0.0,1.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
2009,1,2014-03-16,1.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-3.0,1.0
1922,1,2014-03-10,2.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-2.0,1.0
1635,1,2014-02-01,3.0,1.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,2.0,0.0
2341,1,2014-04-06,4.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,2.0,0.0
437,1,2013-11-06,2.0,3.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
399,1,2013-11-02,4.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,2.0,0.0
1898,1,2014-03-08,1.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
1828,1,2014-03-03,2.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-2.0,1.0
1764,1,2014-02-27,1.0,0.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,1.0,0.0
2069,1,2014-03-20,4.0,0.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,4.0,0.0
1487,1,2014-01-22,7.0,1.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,6.0,0.0
1340,1,2014-01-11,2.0,1.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,1.0,0.0
1796,1,2014-03-01,1.0,0.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,1.0,0.0
1007,1,2013-12-17,3.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,1.0,0.0
1300,1,2014-01-08,2.0,5.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-3.0,1.0
920,1,2013-12-11,1.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
2410,1,2014-04-12,3.0,0.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,3.0,0.0
1878,1,2014-03-07,1.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
385,1,2013-11-01,0.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-4.0,1.0
1197,1,2013-12-31,1.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
215,1,2013-10-19,6.0,5.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,1.0,0.0
1171,1,2013-12-29,2.0,3.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
1542,1,2014-01-25,4.0,5.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
1121,1,2013-12-24,4.0,3.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,1.0,0.0
1323,1,2014-01-10,0.0,5.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-5.0,1.0
1477,1,2014-01-21,1.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-3.0,1.0
207,1,2013-10-18,2.0,3.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
810,1,2013-12-03,3.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,1.0,0.0
744,1,2013-11-28,1.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-3.0,1.0
982,1,2013-12-15,3.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
321,1,2013-10-27,1.0,6.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-5.0,1.0
619,1,2013-11-20,1.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-3.0,1.0
2102,1,2014-03-22,4.0,1.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,3.0,0.0
1513,1,2014-01-24,1.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
2394,1,2014-04-11,4.0,2.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,2.0,0.0
603,1,2013-11-17,4.0,1.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,3.0,0.0
1093,1,2013-12-22,0.0,6.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-6.0,1.0
648,1,2013-11-22,3.0,4.0,away,7,St. Louis Blues,STL,2013,2,2013 NHL Regular Season,-1.0,1.0
2428,1,2014-04-13,2.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
2148,1,2014-03-25,2.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
368,1,2013-10-31,4.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
2023,1,2014-03-16,0.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
2167,1,2014-03-26,2.0,5.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-3.0,1.0
112,1,2013-10-11,1.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-3.0,1.0
841,1,2013-12-06,5.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,4.0,0.0
984,1,2013-12-15,3.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
1790,1,2014-03-01,4.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,2.0,0.0
541,1,2013-11-13,2.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
1608,1,2014-01-30,3.0,0.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,3.0,0.0
1273,1,2014-01-06,2.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-2.0,1.0
812,1,2013-12-04,2.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-2.0,1.0
1209,1,2014-01-01,6.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,3.0,0.0
1625,1,2014-01-31,4.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,3.0,0.0
177,1,2013-10-16,2.0,6.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-4.0,1.0
1819,1,2014-03-02,2.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-2.0,1.0
582,1,2013-11-16,1.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-2.0,1.0
1294,1,2014-01-08,3.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
1060,1,2013-12-20,4.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,3.0,0.0
251,1,2013-10-21,0.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
2379,1,2014-04-10,5.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,3.0,0.0
2210,1,2014-03-29,3.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
1147,1,2013-12-28,4.0,5.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
211,1,2013-10-18,4.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
607,1,2013-11-18,5.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,4.0,0.0
514,1,2013-11-11,5.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
1440,1,2014-01-18,4.0,5.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
1772,1,2014-02-28,3.0,7.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-4.0,1.0
562,1,2013-11-15,1.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
1025,1,2013-12-18,2.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-2.0,1.0
1248,1,2014-01-04,4.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,2.0,0.0
858,1,2013-12-07,5.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,2.0,0.0
1982,1,2014-03-14,3.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
1389,1,2014-01-15,1.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
1420,1,2014-01-17,0.0,3.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-3.0,1.0
1972,1,2014-03-13,3.0,4.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-1.0,1.0
309,1,2013-10-26,0.0,2.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-2.0,1.0
277,1,2013-10-24,2.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,1.0,0.0
889,1,2013-12-08,3.0,1.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,2.0,0.0
326,1,2013-10-27,2.0,5.0,away,16,San Jose Sharks,SJS,2013,2,2013 NHL Regular Season,-3.0,1.0
1759,1,2014-02-27,5.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
2281,1,2014-04-03,4.0,3.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
1571,1,2014-01-28,3.0,6.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-3.0,1.0
891,1,2013-12-09,2.0,5.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-3.0,1.0
735,1,2013-11-28,6.0,1.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,5.0,0.0
1824,1,2014-03-03,3.0,6.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-3.0,1.0
404,1,2013-11-02,3.0,1.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,2.0,0.0
362,1,2013-10-31,3.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
2396,1,2014-04-11,2.0,1.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
1917,1,2014-03-09,2.0,5.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-3.0,1.0
1426,1,2014-01-17,2.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-2.0,1.0
1465,1,2014-01-19,4.0,3.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
1544,1,2014-01-25,1.0,6.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-5.0,1.0
2367,1,2014-04-09,4.0,3.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
136,1,2013-10-12,1.0,3.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-2.0,1.0
957,1,2013-12-13,2.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-2.0,1.0
2234,1,2014-03-30,4.0,5.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-1.0,1.0
926,1,2013-12-11,1.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-1.0,1.0
1960,1,2014-03-12,1.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-3.0,1.0
574,1,2013-11-16,4.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,2.0,0.0
630,1,2013-11-20,1.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-1.0,1.0
205,1,2013-10-17,2.0,3.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-1.0,1.0
2118,1,2014-03-23,2.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-2.0,1.0
1361,1,2014-01-12,0.0,1.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-1.0,1.0
1724,1,2014-02-07,3.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
1327,1,2014-01-10,4.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,2.0,0.0
2275,1,2014-04-03,3.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
2098,1,2014-03-22,0.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-2.0,1.0
843,1,2013-12-06,2.0,1.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
1303,1,2014-01-08,5.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,3.0,0.0
227,1,2013-10-19,0.0,5.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-5.0,1.0
613,1,2013-11-19,1.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-3.0,1.0
2208,1,2014-03-29,2.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-2.0,1.0
1149,1,2013-12-29,4.0,3.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
2434,1,2014-04-13,3.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,1.0,0.0
1119,1,2013-12-24,2.0,6.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-4.0,1.0
1902,1,2014-03-09,3.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-1.0,1.0
2043,1,2014-03-18,2.0,4.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-2.0,1.0
275,1,2013-10-24,2.0,5.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,-3.0,1.0
1040,1,2013-12-20,4.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,2.0,0.0
990,1,2013-12-15,6.0,2.0,away,20,Boston Bruins,BOS,2013,2,2013 NHL Regular Season,4.0,0.0
307,1,2013-10-26,4.0,1.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,3.0,0.0
1554,1,2014-01-26,3.0,0.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,3.0,0.0
1885,1,2014-03-07,5.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,2.0,0.0
1169,1,2013-12-29,3.0,5.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-2.0,1.0
339,1,2013-10-28,1.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-2.0,1.0
868,1,2013-12-08,3.0,2.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
756,1,2013-11-29,0.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-3.0,1.0
1301,1,2014-01-08,4.0,5.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
1137,1,2013-12-28,3.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
2343,1,2014-04-07,2.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
132,1,2013-10-12,4.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
706,1,2013-11-26,4.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
449,1,2013-11-07,5.0,1.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,4.0,0.0
977,1,2013-12-15,1.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-3.0,1.0
1519,1,2014-01-24,4.0,6.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-2.0,1.0
1813,1,2014-03-02,5.0,1.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,4.0,0.0
197,1,2013-10-17,1.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-3.0,1.0
642,1,2013-11-21,0.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-4.0,1.0
1631,1,2014-01-31,1.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-3.0,1.0
1894,1,2014-03-08,4.0,5.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
1338,1,2014-01-11,4.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
2083,1,2014-03-20,5.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
1193,1,2013-12-31,2.0,1.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
1657,1,2014-02-02,3.0,1.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,2.0,0.0
2000,1,2014-03-15,4.0,0.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,4.0,0.0
814,1,2013-12-04,2.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
1038,1,2013-12-19,3.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
684,1,2013-11-24,3.0,2.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
410,1,2013-11-02,0.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-3.0,1.0
1701,1,2014-02-06,1.0,5.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-4.0,1.0
2294,1,2014-04-04,2.0,4.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-2.0,1.0
1926,1,2014-03-10,2.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
1109,1,2013-12-24,5.0,0.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,5.0,0.0
2197,1,2014-03-28,1.0,2.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
498,1,2013-11-10,2.0,1.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,1.0,0.0
1357,1,2014-01-12,1.0,2.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-1.0,1.0
120,1,2013-10-11,6.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,3.0,0.0
1849,1,2014-03-05,1.0,3.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-2.0,1.0
783,1,2013-12-01,1.0,5.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,-4.0,1.0
2330,1,2014-04-06,4.0,0.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,4.0,0.0
588,1,2013-11-17,4.0,1.0,away,8,Pittsburgh Penguins,PIT,2013,2,2013 NHL Regular Season,3.0,0.0
1770,1,2014-02-28,2.0,1.0,away,6,Chicago Blackhawks,CHI,2013,2,2013 NHL Regular Season,1.0,0.0
1238,1,2014-01-04,3.0,5.0,away,6,Chicago Blackhawks,CHI,2013,2,2013 NHL Regular Season,-2.0,1.0
264,1,2013-10-22,2.0,4.0,away,6,Chicago Blackhawks,CHI,2013,2,2013 NHL Regular Season,-2.0,1.0
1663,1,2014-02-02,4.0,2.0,away,6,Chicago Blackhawks,CHI,2013,2,2013 NHL Regular Season,2.0,0.0
2199,1,2014-03-28,5.0,3.0,away,6,Chicago Blackhawks,CHI,2013,2,2013 NHL Regular Season,2.0,0.0
2175,1,2014-03-27,3.0,0.0,away,6,Chicago Blackhawks,CHI,2013,2,2013 NHL Regular Season,3.0,0.0
2057,1,2014-03-18,3.0,2.0,away,6,Chicago Blackhawks,CHI,2013,2,2013 NHL Regular Season,1.0,0.0
